Area_code,Area_name,Total initial assessments,Total owed a prevention or relief duty,Total owed a relief duty,Total owed a prevention duty,Total,,White: English / Welsh / Scottish / Northern Irish / British,,White: Irish,,White: Gypsy or Irish Traveller,,Any other White ethnic group,,Total,,Black / African / Caribbean / Black British: African,,Black / African / Caribbean / Black British: Caribbean,,Any other Black / African / Caribbean background,,Total,,Asian / Asian British: Pakistani,,Asian / Asian British: Indian,,Asian / Asian British: Bangladeshi,,Asian / Asian British: Chinese,,Any other Asian background,,Total,,Mixed / Multiple ethnic groups: White and Black Caribbean,,Mixed / Multiple ethnic groups: White and Black African,,Mixed / Multiple ethnic groups: White and Asian,,Any other Mixed / Multiple ethnic background,,Total,,Other ethnic group: Arab,,Any other ethnic group,,Not known,,Heterosexual / Straight,Homosexual (Gay/Lesbian),Other,Prefer not to say,Not known,"Full-time
 work","Part-time
 work",Student / training,Registered unemployed,Not registered but seeking work,Not seeking work / at home,Not working due to long-term illness / disability,Retired,Other,Not known,UK,,Ireland,,"A8, A2 &
 Croatia(A8: Czech Republic, Estonia, Hungary, Latvia, Lithuania, Poland, Slovakia, and Slovenia, A2: Bulgaria and Romania)",,"Other EEA(Austria, Belgium, Cyprus, Denmark, Finland, France, Germany, Greece, Iceland, Italy, Liechtenstein, Luxembourg, Malta, Netherlands, Norway, Portugal, Spain, Sweden, and Switzerland)",,Non-EEA,,Not known,,16-17,%,18-24,%,25-34,%,35-44,%,45-54,%,55-64,%,65-74,%,75+,%,Not known1,%,Single parent with dependent children male,,Single parent with dependent children female,,Single parent with dependent children other gender,,Single adult male,,Single adult female,,Single adult male other gender,,Couple / two adults with dependent children,,Couple / two adults without dependent children,,Three or more adults with dependent children,,Three or more adults without dependent children,,Not known,,Total owed a relief duty,Total Private rented sector,Self-contained,House in multiple occupation (HMO),Lodging (not with family or friends),Total Social rented sector,"Council 
tenant",Registered provider tenant,Supported housing / hostel,Owner-occupier / shared ownership,Living with family,Living with friends,Temporary accommodation,"No fixed
 abode3","Rough
 sleeping",Refuge,National Asylum Seeker Support (NASS) accommodation,Total homeless on departure from institution,Custody,"General 
hospital",Psychiatric hospital,Other / not known
E07000043,North Devon,"1,063","1,017",417,600,957,0.94 ,935,0.92 ,3,0.00 ,1,0.00 ,18,0.02 ,2,0.00 ,1,0.00 ,1,0.00 ,0,0.00 ,3,0.00 ,0,0.00 ,0,0.00 ,2,0.00 ,0,0.00 ,1,0.00 ,8,0.01 ,3,0.00 ,3,0.00 ,2,0%,0,0.00 ,2,0.00 ,0,0.00 ,2,0.00 ,45,0.04 ,767,10,91,149,0,122,146,25,210,61,64,232,37,95,25,997,98%,1,0%,15,0.01 ,2,0.00 ,2,0.00 ,0,0.00 ,15,0.01 ,251,0.25 ,320,0.31 ,176,0.17 ,123,0.12 ,88,0.09 ,31,0.03 ,13,0.01 ,0,0.00 ,19,0.04 ,176,0.33 ,0,0.00 ,413,0.86 ,237,0.46 ,5,0.01 ,66,0.12 ,87,0.16 ,3,0.01 ,11,0.02 ,0,0.00 ,1017,275,229,22,24,82,11,30,41,11,217,100,12,132,47,13,0,39,25,7,7,89
E07000038,North East Derbyshire,237,235,93,142,221,0.94 ,218,0.93 ,0,0.00 ,0,0.00 ,3,0.01 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,3,0.01 ,1,0.00 ,2,0.01 ,0,0.00 ,0,0.00 ,0,0.00 ,4,0.02 ,3,0.01 ,1,0.00 ,0,0%,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,7,0.03 ,132,2,13,88,0,38,24,2,69,7,17,49,11,12,6,231,98%,0,0%,2,0.01 ,0,0.00 ,2,0.01 ,0,0.00 ,0,0.00 ,55,0.23 ,77,0.33 ,47,0.20 ,34,0.14 ,10,0.04 ,9,0.04 ,3,0.01 ,0,0.00 ,8,0.06 ,41,0.32 ,0,0.00 ,100,0.90 ,54,0.46 ,0,0.00 ,16,0.12 ,15,0.12 ,0,0.00 ,1,0.01 ,0,0.00 ,235,46,42,2,2,10,7,0,3,5,70,41,3,34,10,1,0,6,2,4,0,9
E06000012,North East Lincolnshire,"1,304","1,275",868,407,"1,231",0.97 ,"1,214",0.95 ,3,0.00 ,0,0.00 ,14,0.01 ,1,0.00 ,1,0.00 ,0,0.00 ,0,0.00 ,2,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,1,0.00 ,1,0.00 ,2,0.00 ,0,0.00 ,0,0.00 ,0,0%,2,0.00 ,7,0.01 ,0,0.00 ,7,0.01 ,32,0.03 ,962,13,2,298,0,98,61,9,501,108,148,242,27,40,41,"1,216",95%,0,0%,43,0.03 ,5,0.00 ,11,0.01 ,0,0.00 ,6,0.00 ,288,0.23 ,397,0.31 ,330,0.26 ,155,0.12 ,68,0.05 ,22,0.02 ,9,0.01 ,0,0.00 ,32,0.05 ,217,0.42 ,0,0.00 ,618,0.86 ,290,0.45 ,0,0.00 ,41,0.08 ,64,0.11 ,7,0.01 ,6,0.01 ,0,0.00 ,1275,217,199,11,7,99,3,27,69,13,255,136,15,376,30,12,5,35,29,5,1,82
E07000099,North Hertfordshire,623,614,385,229,477,0.78 ,450,0.73 ,3,0.00 ,4,0.01 ,20,0.03 ,44,0.07 ,17,0.03 ,25,0.04 ,2,0.00 ,29,0.05 ,5,0.01 ,12,0.02 ,5,0.01 ,1,0.00 ,6,0.01 ,26,0.04 ,20,0.03 ,3,0.00 ,3,0%,0,0.00 ,6,0.01 ,1,0.00 ,5,0.01 ,32,0.05 ,489,9,61,55,0,98,67,10,194,37,43,81,14,54,16,574,93%,2,0%,14,0.02 ,6,0.01 ,17,0.03 ,1,0.00 ,3,0.00 ,132,0.21 ,189,0.31 ,131,0.21 ,92,0.15 ,48,0.08 ,16,0.03 ,3,0.00 ,0,0.00 ,14,0.04 ,117,0.44 ,0,0.00 ,280,0.82 ,115,0.37 ,3,0.01 ,37,0.14 ,35,0.12 ,6,0.03 ,7,0.03 ,0,0.00 ,614,90,74,2,14,98,14,79,5,3,119,30,5,128,51,17,0,25,16,3,6,48
E07000139,North Kesteven,418,415,257,158,339,0.82 ,321,0.77 ,0,0.00 ,0,0.00 ,18,0.04 ,1,0.00 ,1,0.00 ,0,0.00 ,0,0.00 ,4,0.01 ,0,0.00 ,2,0.00 ,0,0.00 ,2,0.00 ,0,0.00 ,1,0.00 ,0,0.00 ,1,0.00 ,0,0%,0,0.00 ,1,0.00 ,1,0.00 ,0,0.00 ,69,0.17 ,249,2,13,151,0,61,39,6,75,6,54,115,25,19,15,402,97%,0,0%,7,0.02 ,4,0.01 ,2,0.00 ,0,0.00 ,1,0.00 ,85,0.20 ,105,0.25 ,81,0.20 ,64,0.15 ,48,0.12 ,18,0.04 ,13,0.03 ,0,0.00 ,8,0.04 ,93,0.44 ,0,0.00 ,167,0.78 ,100,0.49 ,0,0.00 ,17,0.09 ,24,0.12 ,4,0.02 ,2,0.01 ,0,0.00 ,415,79,71,5,3,102,70,10,22,16,106,28,6,25,4,12,0,11,8,2,1,26
E06000013,North Lincolnshire,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
E07000147,North Norfolk,287,279,188,91,271,0.97 ,260,0.93 ,2,0.01 ,1,0.00 ,8,0.03 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,4,0.01 ,3,0.01 ,0,0.00 ,1,0%,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,4,0.01 ,249,3,11,16,0,27,25,0,61,16,34,81,22,6,7,271,97%,0,0%,5,0.02 ,2,0.01 ,1,0.00 ,0,0.00 ,1,0.00 ,61,0.22 ,73,0.26 ,39,0.14 ,46,0.16 ,32,0.11 ,24,0.09 ,3,0.01 ,0,0.00 ,5,0.04 ,52,0.41 ,0,0.00 ,125,0.80 ,65,0.46 ,1,0.01 ,11,0.10 ,19,0.16 ,0,0.00 ,1,0.01 ,0,0.00 ,279,52,47,1,4,17,1,10,6,0,79,26,7,43,15,1,0,11,3,1,7,28
E06000024,North Somerset,907,897,323,574,858,0.96 ,820,0.91 ,4,0.00 ,1,0.00 ,33,0.04 ,11,0.01 ,6,0.01 ,2,0.00 ,3,0.00 ,5,0.01 ,3,0.00 ,1,0.00 ,0,0.00 ,0,0.00 ,1,0.00 ,7,0.01 ,2,0.00 ,1,0.00 ,2,0%,2,0.00 ,6,0.01 ,2,0.00 ,4,0.00 ,10,0.01 ,609,12,32,244,0,95,122,19,307,30,90,203,16,6,9,854,95%,0,0%,26,0.03 ,8,0.01 ,9,0.01 ,0,0.00 ,18,0.02 ,204,0.23 ,279,0.31 ,197,0.22 ,119,0.13 ,57,0.06 ,17,0.02 ,6,0.01 ,0,0.00 ,21,0.04 ,185,0.36 ,0,0.00 ,391,0.95 ,209,0.46 ,3,0.00 ,38,0.07 ,43,0.10 ,6,0.01 ,1,0.00 ,0,0.00 ,897,233,172,44,17,91,19,30,42,6,317,97,0,38,22,8,2,36,30,4,2,47
E08000022,North Tyneside,755,748,348,400,696,0.93 ,686,0.92 ,4,0.01 ,1,0.00 ,5,0.01 ,8,0.01 ,5,0.01 ,3,0.00 ,0,0.00 ,13,0.02 ,1,0.00 ,3,0.00 ,3,0.00 ,1,0.00 ,5,0.01 ,7,0.01 ,5,0.01 ,1,0.00 ,1,0%,0,0.00 ,16,0.02 ,6,0.01 ,10,0.01 ,8,0.01 ,683,14,8,43,0,76,61,4,369,27,31,140,19,21,0,718,96%,0,0%,2,0.00 ,5,0.01 ,23,0.03 ,0,0.00 ,1,0.00 ,172,0.23 ,260,0.35 ,161,0.22 ,94,0.13 ,44,0.06 ,12,0.02 ,4,0.01 ,0,0.00 ,11,0.03 ,109,0.29 ,0,0.00 ,398,1.07 ,184,0.49 ,5,0.02 ,12,0.04 ,24,0.06 ,3,0.01 ,2,0.00 ,0,0.00 ,748,110,91,15,4,64,24,9,31,14,261,120,3,85,10,3,15,38,33,3,2,25
E07000218,North Warwickshire,140,139,32,107,22,0.16 ,22,0.16 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0%,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,117,0.84 ,123,3,1,11,1,24,21,1,66,0,10,11,3,3,0,136,98%,0,0%,1,0.01 ,1,0.01 ,0,0.00 ,1,0.01 ,0,0.00 ,39,0.28 ,48,0.35 ,27,0.19 ,16,0.12 ,5,0.04 ,4,0.03 ,0,0.00 ,0,0.00 ,1,0.01 ,29,0.38 ,0,0.00 ,57,0.90 ,36,0.51 ,0,0.00 ,13,0.16 ,3,0.03 ,0,0.00 ,0,0.00 ,0,0.00 ,139,13,12,0,1,9,3,3,3,0,58,35,10,3,1,2,0,2,1,0,1,6
E07000134,North West Leicestershire,317,288,153,135,278,0.97 ,267,0.93 ,1,0.00 ,1,0.00 ,9,0.03 ,2,0.01 ,1,0.00 ,1,0.00 ,0,0.00 ,2,0.01 ,0,0.00 ,1,0.00 ,0,0.00 ,0,0.00 ,1,0.00 ,5,0.02 ,4,0.01 ,0,0.00 ,0,0%,1,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,1,0.00 ,270,5,3,7,3,45,28,2,110,4,28,50,10,1,10,276,96%,1,0%,7,0.02 ,2,0.01 ,1,0.00 ,1,0.00 ,2,0.01 ,78,0.27 ,93,0.32 ,59,0.20 ,31,0.11 ,13,0.05 ,10,0.03 ,2,0.01 ,0,0.00 ,7,0.05 ,60,0.42 ,0,0.00 ,131,0.90 ,58,0.41 ,2,0.01 ,11,0.08 ,17,0.12 ,0,0.00 ,2,0.01 ,0,0.00 ,288,34,30,4,0,20,9,6,5,6,108,35,28,20,13,2,0,7,6,1,0,15
E07000154,Northampton,"1,520","1,511",720,791,"1,183",0.78 ,"1,001",0.66 ,9,0.01 ,7,0.00 ,166,0.11 ,157,0.10 ,112,0.07 ,31,0.02 ,14,0.01 ,61,0.04 ,18,0.01 ,8,0.01 ,21,0.01 ,6,0.00 ,8,0.01 ,60,0.04 ,27,0.02 ,15,0.01 ,2,0%,16,0.01 ,13,0.01 ,5,0.00 ,8,0.01 ,37,0.02 ,"1,373",7,26,105,0,200,159,27,652,50,111,161,43,101,7,"1,247",83%,3,0%,139,0.09 ,36,0.02 ,86,0.06 ,0,0.00 ,4,0.00 ,364,0.24 ,446,0.30 ,339,0.22 ,198,0.13 ,107,0.07 ,40,0.03 ,13,0.01 ,0,0.00 ,30,0.04 ,315,0.41 ,0,0.00 ,725,0.97 ,265,0.35 ,4,0.00 ,91,0.12 ,69,0.09 ,6,0.00 ,6,0.01 ,0,0.00 ,1511,270,190,58,22,165,66,31,68,11,490,142,0,86,64,27,4,127,120,4,3,125
E06000057,Northumberland,666,665,335,330,660,0.99 ,655,0.98 ,0,0.00 ,1,0.00 ,4,0.01 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,1,0.00 ,0,0.00 ,0,0.00 ,0,0%,1,0.00 ,1,0.00 ,0,0.00 ,1,0.00 ,3,0.00 ,627,10,4,24,0,103,57,6,221,18,56,166,19,12,7,657,99%,0,0%,7,0.01 ,1,0.00 ,0,0.00 ,0,0.00 ,6,0.01 ,158,0.24 ,230,0.35 ,137,0.21 ,80,0.12 ,36,0.05 ,12,0.02 ,5,0.01 ,1,0.00 ,51,0.15 ,151,0.46 ,0,0.00 ,275,0.83 ,124,0.37 ,0,0.00 ,20,0.06 ,32,0.09 ,3,0.01 ,8,0.03 ,1,0.00 ,665,80,78,1,1,47,28,14,5,16,178,86,50,137,17,10,1,13,10,0,3,30
E07000148,Norwich,746,708,395,313,527,0.74 ,479,0.68 ,4,0.01 ,2,0.00 ,42,0.06 ,41,0.06 ,28,0.04 ,4,0.01 ,9,0.01 ,10,0.01 ,3,0.00 ,1,0.00 ,1,0.00 ,0,0.00 ,5,0.01 ,9,0.01 ,0,0.00 ,3,0.00 ,2,0%,4,0.01 ,19,0.03 ,5,0.01 ,14,0.02 ,102,0.14 ,498,8,11,183,8,101,65,7,289,33,25,142,12,14,20,595,84%,3,0%,45,0.06 ,20,0.03 ,44,0.06 ,1,0.00 ,1,0.00 ,156,0.22 ,223,0.31 ,171,0.24 ,86,0.12 ,49,0.07 ,13,0.02 ,3,0.00 ,6,0.01 ,9,0.03 ,74,0.22 ,0,0.00 ,394,1.10 ,189,0.53 ,2,0.00 ,14,0.04 ,20,0.06 ,0,0.00 ,1,0.00 ,5,0.02 ,708,89,54,14,21,69,8,2,59,5,140,84,8,198,25,9,5,30,17,4,9,46
E06000018,Nottingham,"2,847","2,768","1,845",923,"1,618",0.58 ,"1,447",0.52 ,12,0.00 ,3,0.00 ,156,0.06 ,317,0.11 ,178,0.06 ,116,0.04 ,23,0.01 ,160,0.06 ,108,0.04 ,15,0.01 ,5,0.00 ,4,0.00 ,28,0.01 ,210,0.08 ,144,0.05 ,19,0.01 ,22,1%,25,0.01 ,68,0.02 ,28,0.01 ,40,0.01 ,395,0.14 ,"2,062",47,119,539,1,301,244,42,"1,490",66,97,222,11,90,205,"2,246",81%,8,0%,142,0.05 ,91,0.03 ,281,0.10 ,0,0.00 ,38,0.01 ,680,0.25 ,938,0.34 ,647,0.23 ,290,0.10 ,139,0.05 ,21,0.01 ,15,0.01 ,0,0.00 ,46,0.03 ,604,0.50 ,3,0.00 ,"1,225",0.81 ,597,0.41 ,18,0.01 ,173,0.15 ,77,0.06 ,15,0.01 ,10,0.01 ,0,0.00 ,2768,490,348,110,32,318,128,32,158,25,826,323,0,205,81,27,90,131,99,19,13,252
E07000219,Nuneaton and Bedworth,978,908,439,469,823,0.91 ,772,0.85 ,3,0.00 ,2,0.00 ,46,0.05 ,13,0.01 ,10,0.01 ,2,0.00 ,1,0.00 ,13,0.01 ,1,0.00 ,9,0.01 ,0,0.00 ,0,0.00 ,3,0.00 ,7,0.01 ,5,0.01 ,0,0.00 ,0,0%,2,0.00 ,4,0.00 ,0,0.00 ,4,0.00 ,48,0.05 ,822,17,9,60,0,102,107,18,246,96,108,181,25,11,14,871,96%,2,0%,22,0.02 ,3,0.00 ,10,0.01 ,0,0.00 ,16,0.02 ,228,0.25 ,304,0.33 ,184,0.20 ,97,0.11 ,55,0.06 ,15,0.02 ,6,0.01 ,3,0.00 ,25,0.05 ,199,0.44 ,0,0.00 ,396,0.87 ,191,0.42 ,0,0.00 ,47,0.10 ,40,0.09 ,0,0.00 ,7,0.01 ,3,0.01 ,908,166,146,13,7,96,46,16,34,21,278,112,19,131,24,7,2,35,24,7,4,17
E07000135,Oadby and Wigston,153,152,110,42,110,0.72 ,108,0.71 ,0,0.00 ,0,0.00 ,2,0.01 ,4,0.03 ,1,0.01 ,0,0.00 ,3,0.02 ,18,0.12 ,0,0.00 ,9,0.06 ,5,0.03 ,0,0.00 ,4,0.03 ,1,0.01 ,0,0.00 ,0,0.00 ,1,1%,0,0.00 ,8,0.05 ,1,0.01 ,7,0.05 ,11,0.07 ,128,3,0,21,0,26,19,1,45,9,18,21,4,7,2,143,94%,0,0%,2,0.01 ,2,0.01 ,5,0.03 ,0,0.00 ,1,0.01 ,43,0.28 ,43,0.28 ,30,0.20 ,21,0.14 ,9,0.06 ,3,0.02 ,2,0.01 ,0,0.00 ,6,0.07 ,36,0.57 ,0,0.00 ,62,0.61 ,24,0.28 ,1,0.01 ,11,0.25 ,9,0.15 ,1,0.02 ,0,0.00 ,2,0.05 ,152,27,26,1,0,8,5,2,1,3,25,11,1,60,2,4,1,8,8,0,0,2
E08000004,Oldham,"1,367","1,359",674,685,935,0.69 ,903,0.66 ,8,0.01 ,2,0.00 ,22,0.02 ,74,0.05 ,47,0.03 ,16,0.01 ,11,0.01 ,212,0.16 ,98,0.07 ,5,0.00 ,85,0.06 ,1,0.00 ,23,0.02 ,40,0.03 ,16,0.01 ,14,0.01 ,10,1%,0,0.00 ,64,0.05 ,20,0.01 ,44,0.03 ,34,0.03 ,"1,116",21,20,201,1,149,94,29,638,67,123,179,18,44,18,"1,179",87%,5,0%,22,0.02 ,52,0.04 ,100,0.07 ,1,0.00 ,18,0.01 ,347,0.26 ,435,0.32 ,312,0.23 ,158,0.12 ,65,0.05 ,21,0.02 ,3,0.00 ,0,0.00 ,27,0.04 ,257,0.38 ,1,0.00 ,623,0.92 ,317,0.46 ,2,0.00 ,65,0.10 ,51,0.08 ,8,0.01 ,5,0.00 ,3,0.00 ,1359,146,114,18,14,79,9,19,51,13,366,213,42,236,61,21,36,79,43,15,21,67
E07000178,Oxford,579,556,323,233,313,0.56 ,262,0.47 ,4,0.01 ,1,0.00 ,46,0.08 ,53,0.10 ,33,0.06 ,12,0.02 ,8,0.01 ,48,0.09 ,13,0.02 ,14,0.03 ,1,0.00 ,0,0.00 ,20,0.04 ,31,0.06 ,19,0.03 ,8,0.01 ,1,0%,3,0.01 ,19,0.03 ,5,0.01 ,14,0.03 ,92,0.17 ,320,6,39,183,8,78,45,3,242,28,33,77,9,20,21,439,79%,0,0%,20,0.04 ,40,0.07 ,57,0.10 ,0,0.00 ,0,0.00 ,107,0.19 ,158,0.28 ,140,0.25 ,99,0.18 ,42,0.08 ,7,0.01 ,3,0.01 ,0,0.00 ,11,0.03 ,80,0.31 ,0,0.00 ,300,1.02 ,102,0.37 ,0,0.00 ,40,0.17 ,11,0.03 ,3,0.01 ,6,0.03 ,3,0.01 ,556,105,74,13,18,40,7,3,30,1,132,60,5,88,65,2,1,36,32,1,3,21
E07000122,Pendle,601,213,98,115,179,0.84 ,167,0.78 ,5,0.02 ,1,0.00 ,6,0.03 ,0,0.00 ,0,0.00 ,0,0.00 ,0,0.00 ,17,0.08 ,15,0.07 ,1,0.00 ,0,0.00 ,0,0.00 ,1,0.00 ,4,0.02 ,2,0.01 ,0,0.00 ,2,1%,0,0.00 ,1,0.00 ,0,0.00 ,1,0.00 ,12,0.06 ,134,8,10,61,0,10,9,2,57,4,14,66,6,18,27,205,96%,0,0%,6,0.03 ,1,0.00 ,1,0.00 ,0,0.00 ,1,0.00 ,53,0.25 ,75,0.35 ,40,0.19 ,25,0.12 ,13,0.06 ,5,0.02 ,1,0.00 ,0,0.00 ,7,0.06 ,24,0.21 ,0,0.00 ,127,1.20 ,39,0.36 ,4,0.04 ,7,0.06 ,5,0.04 ,0,0.00 ,0,0.00 ,0,0.00 ,213,25,19,4,2,18,2,7,9,5,56,24,6,33,7,2,1,20,11,4,5,16
E06000031,Peterborough,"1,013","1,005",751,254,809,0.80 ,614,0.61 ,10,0.01 ,3,0.00 ,182,0.18 ,65,0.06 ,40,0.04 ,7,0.01 ,18,0.02 ,62,0.06 ,44,0.04 ,3,0.00 ,3,0.00 ,1,0.00 ,11,0.01 ,48,0.05 ,17,0.02 ,4,0.00 ,8,1%,19,0.02 ,9,0.01 ,1,0.00 ,8,0.01 ,12,0.01 ,918,14,20,53,0,94,86,17,464,77,69,174,8,10,6,748,74%,3,0%,147,0.15 ,47,0.05 ,60,0.06 ,0,0.00 ,6,0.01 ,238,0.24 ,292,0.29 ,247,0.25 ,141,0.14 ,71,0.07 ,6,0.01 ,4,0.00 ,0,0.00 ,16,0.04 ,178,0.42 ,0,0.00 ,517,0.91 ,172,0.34 ,2,0.00 ,67,0.20 ,48,0.08 ,4,0.01 ,1,0.00 ,0,0.00 ,1005,172,102,45,25,127,18,57,52,13,281,153,0,56,52,4,7,71,62,4,5,69
E06000026,Plymouth,"2,003","1,990","1,462",528,"1,832",0.92 ,"1,754",0.88 ,17,0.01 ,1,0.00 ,60,0.03 ,36,0.02 ,27,0.01 ,4,0.00 ,5,0.00 ,25,0.01 ,4,0.00 ,1,0.00 ,5,0.00 ,2,0.00 ,13,0.01 ,31,0.02 ,8,0.00 ,7,0.00 ,5,0%,11,0.01 ,48,0.02 ,14,0.01 ,34,0.02 ,18,0.01 ,"1,674",37,45,234,0,179,130,35,752,24,101,498,34,25,212,"1,842",93%,4,0%,42,0.02 ,22,0.01 ,80,0.04 ,0,0.00 ,41,0.02 ,466,0.23 ,606,0.30 ,437,0.22 ,271,0.14 ,124,0.06 ,35,0.02 ,10,0.01 ,0,0.00 ,34,0.04 ,282,0.35 ,0,0.00 ,"1,067",0.95 ,433,0.42 ,2,0.00 ,76,0.11 ,84,0.11 ,7,0.01 ,5,0.01 ,0,0.00 ,1990,418,310,95,13,209,19,66,124,33,531,286,0,134,67,13,24,122,112,5,5,153
E06000044,Portsmouth,"2,050","1,986","1,306",680,"1,694",0.85 ,"1,653",0.83 ,1,0.00 ,0,0.00 ,40,0.02 ,86,0.04 ,53,0.03 ,9,0.00 ,24,0.01 ,51,0.03 ,3,0.00 ,3,0.00 ,20,0.01 ,4,0.00 ,21,0.01 ,25,0.01 ,0,0.00 ,4,0.00 ,2,0%,19,0.01 ,49,0.02 ,15,0.01 ,34,0.02 ,81,0.04 ,913,11,30,981,51,237,184,26,767,39,145,297,33,47,211,"1,762",89%,2,0%,58,0.03 ,17,0.01 ,147,0.07 ,0,0.00 ,6,0.00 ,386,0.19 ,655,0.33 ,480,0.24 ,270,0.14 ,130,0.07 ,39,0.02 ,15,0.01 ,5,0.00 ,34,0.03 ,333,0.39 ,0,0.00 ,957,0.88 ,445,0.43 ,6,0.00 ,109,0.14 ,81,0.09 ,6,0.01 ,12,0.01 ,3,0.00 ,1986,360,320,0,40,141,59,30,52,9,65,420,320,219,141,45,0,9,4,5,0,257
E07000123,Preston,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
E06000038,Reading,"1,404",945,692,253,591,0.63 ,518,0.55 ,10,0.01 ,3,0.00 ,60,0.06 ,118,0.12 ,34,0.04 ,70,0.07 ,14,0.01 ,78,0.08 ,42,0.04 ,7,0.01 ,2,0.00 ,3,0.00 ,24,0.03 ,59,0.06 ,39,0.04 ,9,0.01 ,2,0%,9,0.01 ,11,0.01 ,7,0.01 ,4,0.00 ,88,0.09 ,642,5,53,241,4,112,96,9,240,146,175,81,10,31,45,821,87%,4,0%,35,0.04 ,29,0.03 ,56,0.06 ,0,0.00 ,1,0.00 ,194,0.21 ,293,0.31 ,259,0.27 ,132,0.14 ,53,0.06 ,12,0.01 ,1,0.00 ,0,0.00 ,15,0.04 ,115,0.27 ,0,0.00 ,438,0.79 ,315,0.73 ,0,0.00 ,34,0.10 ,23,0.06 ,4,0.00 ,1,0.00 ,0,0.00 ,945,135,97,28,10,81,21,14,46,3,202,80,5,200,101,21,2,63,39,11,13,52
E09000026,Redbridge,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
E06000003,Redcar and Cleveland,530,522,285,237,509,0.98 ,503,0.96 ,2,0.00 ,0,0.00 ,4,0.01 ,2,0.00 ,2,0.00 ,0,0.00 ,0,0.00 ,4,0.01 ,1,0.00 ,0,0.00 ,1,0.00 ,0,0.00 ,2,0.00 ,3,0.01 ,1,0.00 ,1,0.00 ,1,0%,0,0.00 ,2,0.00 ,2,0.00 ,0,0.00 ,2,0.00 ,446,12,11,53,0,53,63,8,171,3,49,152,13,5,5,514,98%,0,0%,3,0.01 ,2,0.00 ,3,0.01 ,0,0.00 ,1,0.00 ,113,0.22 ,155,0.30 ,140,0.27 ,74,0.14 ,24,0.05 ,11,0.02 ,4,0.01 ,0,0.00 ,8,0.03 ,119,0.47 ,0,0.00 ,220,0.81 ,123,0.47 ,1,0.00 ,19,0.08 ,28,0.11 ,1,0.00 ,3,0.01 ,0,0.00 ,522,97,91,5,1,81,0,75,6,11,148,51,0,64,6,11,0,27,23,1,3,26
