Total owed a prevention or relief duty,2020_people_per_sq_km,Income_deprivation_score_2019,GDP_2019,median_earnings_2020,median_house_price_2020 ,white,Black / African / Caribbean / Black British: African,Asian/Asian_Britian,Mixed / Multiple ethnic groups,"Full-time
 work","Part-time
 work",Student / training,Registered unemployed,Not registered but seeking work,Not seeking work / at home,Not working due to long-term illness / disability,Retired
587.000000 ,152.000000 ,0.091000 ,23392.000000 ,27352.000000 ,215000.000000 ,0.950000 ,0.010000 ,0.020000 ,0.010000 ,0.156700 ,0.098800 ,0.006800 ,0.318600 ,0.042600 ,0.075000 ,0.151600 ,0.037500 
397.000000 ,68.000000 ,0.063000 ,29032.000000 ,24762.000000 ,240000.000000 ,0.740000 ,0.010000 ,0.000000 ,0.010000 ,0.118400 ,0.083100 ,0.015100 ,0.143600 ,0.115900 ,0.055400 ,0.153700 ,0.017600 
183.000000 ,158.000000 ,0.078000 ,23405.000000 ,29139.000000 ,248000.000000 ,0.670000 ,0.030000 ,0.010000 ,0.020000 ,0.109300 ,0.065600 ,0.027300 ,0.262300 ,0.016400 ,0.082000 ,0.322400 ,0.038300 
364.000000 ,212.000000 ,0.054000 ,33105.000000 ,32318.000000 ,387000.000000 ,0.920000 ,0.030000 ,0.030000 ,0.010000 ,0.302200 ,0.107100 ,0.008200 ,0.296700 ,0.049500 ,0.087900 ,0.096200 ,0.041200 
581.000000 ,982.000000 ,0.091000 ,37636.000000 ,30782.000000 ,162250.000000 ,0.960000 ,0.000000 ,0.010000 ,0.000000 ,0.165200 ,0.087800 ,0.036100 ,0.392400 ,0.012000 ,0.074000 ,0.091200 ,0.025800 
595.000000 ,176.000000 ,0.095000 ,25929.000000 ,29129.000000 ,225000.000000 ,0.880000 ,0.000000 ,0.010000 ,0.010000 ,0.189900 ,0.094100 ,0.003400 ,0.344500 ,0.010100 ,0.089100 ,0.146200 ,0.058800 
76.000000 ,276.000000 ,0.086000 ,20998.000000 ,29834.000000 ,230000.000000 ,0.990000 ,0.010000 ,0.000000 ,0.000000 ,0.144700 ,0.092100 ,0.026300 ,0.368400 ,0.000000 ,0.184200 ,0.092100 ,0.052600 
1236.000000 ,5070.000000 ,0.135000 ,34407.000000 ,32445.000000 ,220000.000000 ,0.850000 ,0.040000 ,0.040000 ,0.040000 ,0.071200 ,0.101100 ,0.002400 ,0.358400 ,0.016200 ,0.088200 ,0.241900 ,0.011300 
1235.000000 ,4386.000000 ,0.144000 ,20238.000000 ,27641.000000 ,295000.000000 ,0.910000 ,0.030000 ,0.020000 ,0.010000 ,0.091500 ,0.070400 ,0.023500 ,0.379800 ,0.165200 ,0.072100 ,0.110900 ,0.014600 
3395.000000 ,11082.000000 ,0.162000 ,70829.000000 ,43657.000000 ,510000.000000 ,0.190000 ,0.270000 ,0.040000 ,0.040000 ,0.147600 ,0.140500 ,0.015000 ,0.402400 ,0.068600 ,0.059200 ,0.088400 ,0.010000 
382.000000 ,2225.000000 ,0.079000 ,38383.000000 ,32323.000000 ,400000.000000 ,0.790000 ,0.070000 ,0.070000 ,0.020000 ,0.141400 ,0.089000 ,0.005200 ,0.340300 ,0.028800 ,0.159700 ,0.125700 ,0.036600 
272.000000 ,926.000000 ,0.060000 ,35073.000000 ,33817.000000 ,540000.000000 ,0.750000 ,0.060000 ,0.100000 ,0.050000 ,0.169100 ,0.136000 ,0.007400 ,0.466900 ,0.014700 ,0.051500 ,0.114000 ,0.014700 
736.000000 ,1328.000000 ,0.182000 ,18695.000000 ,27150.000000 ,133000.000000 ,0.970000 ,0.010000 ,0.000000 ,0.000000 ,0.131800 ,0.054300 ,0.008200 ,0.616800 ,0.009500 ,0.034000 ,0.099200 ,0.010900 
204.000000 ,230.000000 ,0.078000 ,26742.000000 ,30050.000000 ,198000.000000 ,0.920000 ,0.000000 ,0.010000 ,0.030000 ,0.137300 ,0.063700 ,0.004900 ,0.490200 ,0.058800 ,0.029400 ,0.137300 ,0.029400 
240.000000 ,171.000000 ,0.084000 ,19661.000000 ,28520.000000 ,180000.000000 ,0.970000 ,0.000000 ,0.000000 ,0.010000 ,0.154200 ,0.087500 ,0.012500 ,0.270800 ,0.045800 ,0.087500 ,0.183300 ,0.041700 
1001.000000 ,2334.000000 ,0.120000 ,26589.000000 ,29132.000000 ,232500.000000 ,0.840000 ,0.020000 ,0.050000 ,0.020000 ,0.148900 ,0.087900 ,0.022000 ,0.482500 ,0.026000 ,0.035000 ,0.141900 ,0.020000 
2199.000000 ,963.000000 ,0.164000 ,28931.000000 ,30537.000000 ,139950.000000 ,0.930000 ,0.010000 ,0.020000 ,0.010000 ,0.094100 ,0.070900 ,0.013600 ,0.691700 ,0.010900 ,0.009100 ,0.071900 ,0.015500 
1383.000000 ,2746.000000 ,0.190000 ,26788.000000 ,28147.000000 ,120000.000000 ,0.380000 ,0.010000 ,0.000000 ,0.000000 ,0.107700 ,0.049200 ,0.018800 ,0.370200 ,0.018800 ,0.065800 ,0.112800 ,0.021700 
545.000000 ,135.000000 ,0.068000 ,44151.000000 ,30798.000000 ,305000.000000 ,0.880000 ,0.010000 ,0.010000 ,0.020000 ,0.240400 ,0.124800 ,0.009200 ,0.277100 ,0.031200 ,0.073400 ,0.150500 ,0.036700 
1526.000000 ,2022.000000 ,0.192000 ,29019.000000 ,28486.000000 ,120000.000000 ,0.950000 ,0.010000 ,0.010000 ,0.000000 ,0.095700 ,0.066200 ,0.004600 ,0.602200 ,0.006600 ,0.021600 ,0.149400 ,0.018300 
146.000000 ,938.000000 ,0.054000 ,44238.000000 ,38985.000000 ,425000.000000 ,0.880000 ,0.030000 ,0.050000 ,0.000000 ,0.219200 ,0.116400 ,0.013700 ,0.321900 ,0.013700 ,0.102700 ,0.143800 ,0.006800 
804.000000 ,4737.000000 ,0.095000 ,25041.000000 ,35042.000000 ,402500.000000 ,0.660000 ,0.150000 ,0.080000 ,0.080000 ,0.145500 ,0.124400 ,0.002500 ,0.253700 ,0.103200 ,0.170400 ,0.104500 ,0.011200 
821.000000 ,404.000000 ,0.149000 ,23144.000000 ,26821.000000 ,245000.000000 ,0.930000 ,0.020000 ,0.010000 ,0.010000 ,0.126700 ,0.106000 ,0.006100 ,0.377600 ,0.052400 ,0.127900 ,0.154700 ,0.023100 
1140.000000 ,969.000000 ,0.109000 ,46868.000000 ,31680.000000 ,218000.000000 ,0.850000 ,0.050000 ,0.030000 ,0.040000 ,0.112300 ,0.086800 ,0.023700 ,0.469300 ,0.085100 ,0.012300 ,0.109600 ,0.014900 
1130.000000 ,2202.000000 ,0.175000 ,18738.000000 ,24148.000000 ,150000.000000 ,0.840000 ,0.040000 ,0.060000 ,0.010000 ,0.116800 ,0.049600 ,0.008000 ,0.516800 ,0.024800 ,0.058400 ,0.171700 ,0.027400 
320.000000 ,2491.000000 ,0.126000 ,25309.000000 ,24855.000000 ,195125.000000 ,0.950000 ,0.010000 ,0.000000 ,0.030000 ,0.168800 ,0.125000 ,0.018800 ,0.409400 ,0.040600 ,0.068800 ,0.137500 ,0.015600 
244.000000 ,357.000000 ,0.063000 ,26458.000000 ,31558.000000 ,442250.000000 ,0.750000 ,0.040000 ,0.020000 ,0.030000 ,0.151600 ,0.114800 ,0.012300 ,0.311500 ,0.032800 ,0.180300 ,0.131100 ,0.012300 
826.000000 ,200.000000 ,0.101000 ,22044.000000 ,24512.000000 ,250000.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.107700 ,0.104100 ,0.031500 ,0.222800 ,0.058100 ,0.071400 ,0.284500 ,0.095600 
898.000000 ,625.000000 ,0.156000 ,29046.000000 ,30244.000000 ,165000.000000 ,0.840000 ,0.020000 ,0.030000 ,0.020000 ,0.065700 ,0.059000 ,0.013400 ,0.540100 ,0.021200 ,0.085700 ,0.095800 ,0.020000 
708.000000 ,438.000000 ,0.173000 ,16549.000000 ,28222.000000 ,225000.000000 ,0.930000 ,0.010000 ,0.000000 ,0.020000 ,0.081900 ,0.122900 ,0.015500 ,0.288100 ,0.042400 ,0.115800 ,0.254200 ,0.056500 
478.000000 ,203.000000 ,0.066000 ,31497.000000 ,31753.000000 ,310000.000000 ,0.950000 ,0.030000 ,0.010000 ,0.010000 ,0.182000 ,0.150600 ,0.008400 ,0.267800 ,0.083700 ,0.150600 ,0.133900 ,0.014600 
303.000000 ,233.000000 ,0.077000 ,37068.000000 ,33426.000000 ,255000.000000 ,0.960000 ,0.000000 ,0.010000 ,0.010000 ,0.217800 ,0.125400 ,0.006600 ,0.363000 ,0.069300 ,0.049500 ,0.115500 ,0.039600 
1235.000000 ,1365.000000 ,0.185000 ,18833.000000 ,24444.000000 ,245000.000000 ,0.850000 ,0.010000 ,0.000000 ,0.010000 ,0.076900 ,0.113400 ,0.004000 ,0.489100 ,0.036400 ,0.103600 ,0.106100 ,0.021900 
348.000000 ,1058.000000 ,0.071000 ,52171.000000 ,29982.000000 ,490000.000000 ,0.750000 ,0.050000 ,0.060000 ,0.030000 ,0.250000 ,0.112100 ,0.005700 ,0.399400 ,0.014400 ,0.025900 ,0.071800 ,0.037400 
713.000000 ,1071.000000 ,0.130000 ,28724.000000 ,30801.000000 ,290000.000000 ,0.720000 ,0.180000 ,0.040000 ,0.040000 ,0.159900 ,0.085600 ,0.009800 ,0.444600 ,0.028100 ,0.075700 ,0.131800 ,0.019600 
305.000000 ,552.000000 ,0.080000 ,40097.000000 ,29687.000000 ,350000.000000 ,0.910000 ,0.010000 ,0.010000 ,0.020000 ,0.141000 ,0.121300 ,0.009800 ,0.232800 ,0.039300 ,0.121300 ,0.223000 ,0.016400 
1051.000000 ,2166.000000 ,0.174000 ,17671.000000 ,28107.000000 ,200000.000000 ,0.940000 ,0.010000 ,0.010000 ,0.010000 ,0.070400 ,0.060900 ,0.010500 ,0.309200 ,0.040900 ,0.294000 ,0.163700 ,0.019000 
426.000000 ,70.000000 ,0.121000 ,17493.000000 ,24707.000000 ,225000.000000 ,0.920000 ,0.000000 ,0.000000 ,0.010000 ,0.124400 ,0.138500 ,0.023500 ,0.361500 ,0.014100 ,0.084500 ,0.178400 ,0.058700 
1938.000000 ,16791.000000 ,0.192000 ,110663.000000 ,50929.000000 ,458000.000000 ,0.180000 ,0.120000 ,0.400000 ,0.040000 ,0.122300 ,0.118200 ,0.012400 ,0.527900 ,0.032000 ,0.034600 ,0.074300 ,0.006200 
816.000000 ,2240.000000 ,0.107000 ,43106.000000 ,29845.000000 ,290000.000000 ,0.660000 ,0.040000 ,0.040000 ,0.030000 ,0.134800 ,0.078400 ,0.017200 ,0.485300 ,0.018400 ,0.053900 ,0.094400 ,0.023300 
148.000000 ,145.000000 ,0.054000 ,30187.000000 ,32533.000000 ,385000.000000 ,0.930000 ,0.020000 ,0.010000 ,0.010000 ,0.108100 ,0.121600 ,0.006800 ,0.263500 ,0.060800 ,0.189200 ,0.101400 ,0.060800 
394.000000 ,239.000000 ,0.057000 ,34758.000000 ,38604.000000 ,330500.000000 ,0.820000 ,0.050000 ,0.030000 ,0.030000 ,0.279200 ,0.106600 ,0.002500 ,0.317300 ,0.030500 ,0.050800 ,0.157400 ,0.022800 
1504.000000 ,1038.000000 ,0.147000 ,26585.000000 ,28008.000000 ,147000.000000 ,0.910000 ,0.020000 ,0.020000 ,0.020000 ,0.117000 ,0.073800 ,0.012000 ,0.340400 ,0.013300 ,0.069100 ,0.269300 ,0.018000 
824.000000 ,2758.000000 ,0.200000 ,19543.000000 ,28571.000000 ,160000.000000 ,0.720000 ,0.080000 ,0.110000 ,0.040000 ,0.066700 ,0.072800 ,0.026700 ,0.438100 ,0.054600 ,0.149300 ,0.134700 ,0.018200 
1923.000000 ,7136.000000 ,0.152000 ,19360.000000 ,34817.000000 ,465000.000000 ,0.350000 ,0.350000 ,0.150000 ,0.100000 ,0.158100 ,0.146600 ,0.020300 ,0.394200 ,0.022400 ,0.087400 ,0.097200 ,0.016100 
1796.000000 ,1159.000000 ,0.109000 ,41327.000000 ,31094.000000 ,189000.000000 ,0.930000 ,0.010000 ,0.020000 ,0.020000 ,0.177100 ,0.082400 ,0.018400 ,0.383600 ,0.036200 ,0.084600 ,0.153700 ,0.019500 
354.000000 ,512.000000 ,0.070000 ,50832.000000 ,33826.000000 ,295000.000000 ,0.860000 ,0.020000 ,0.050000 ,0.030000 ,0.081900 ,0.096000 ,0.008500 ,0.296600 ,0.090400 ,0.048000 ,0.200600 ,0.005600 
314.000000 ,4509.000000 ,0.092000 ,59794.000000 ,33662.000000 ,379000.000000 ,0.600000 ,0.110000 ,0.110000 ,0.040000 ,0.133800 ,0.086000 ,0.006400 ,0.410800 ,0.063700 ,0.054100 ,0.133800 ,0.015900 
253.000000 ,367.000000 ,0.054000 ,29662.000000 ,28802.000000 ,479950.000000 ,0.780000 ,0.040000 ,0.020000 ,0.000000 ,0.130400 ,0.122500 ,0.004000 ,0.300400 ,0.035600 ,0.114600 ,0.217400 ,0.035600 
474.000000 ,195.000000 ,0.073000 ,19984.000000 ,28093.000000 ,320000.000000 ,0.950000 ,0.010000 ,0.000000 ,0.030000 ,0.154000 ,0.126600 ,0.004200 ,0.202500 ,0.061200 ,0.103400 ,0.200400 ,0.052700 
890.000000 ,956.000000 ,0.086000 ,45930.000000 ,36936.000000 ,389250.000000 ,0.800000 ,0.080000 ,0.030000 ,0.050000 ,0.219100 ,0.096600 ,0.018000 ,0.246100 ,0.087600 ,0.060700 ,0.158400 ,0.023600 
493.000000 ,225.000000 ,0.064000 ,56409.000000 ,36068.000000 ,340000.000000 ,0.880000 ,0.020000 ,0.010000 ,0.020000 ,0.158200 ,0.115600 ,0.006100 ,0.241400 ,0.040600 ,0.217000 ,0.081100 ,0.024300 
257.000000 ,48.000000 ,0.098000 ,17631.000000 ,29244.000000 ,245000.000000 ,0.970000 ,0.010000 ,0.000000 ,0.020000 ,0.112800 ,0.116700 ,0.023300 ,0.400800 ,0.007800 ,0.031100 ,0.229600 ,0.050600 
138.000000 ,330.000000 ,0.123000 ,25890.000000 ,29757.000000 ,178000.000000 ,0.970000 ,0.010000 ,0.010000 ,0.010000 ,0.123200 ,0.036200 ,0.007200 ,0.594200 ,0.000000 ,0.173900 ,0.021700 ,0.043500 
500.000000 ,83.000000 ,0.123000 ,20257.000000 ,29295.000000 ,180000.000000 ,0.970000 ,0.010000 ,0.010000 ,0.000000 ,0.100000 ,0.094000 ,0.008000 ,0.402000 ,0.002000 ,0.088000 ,0.250000 ,0.042000 
256.000000 ,156.000000 ,0.059000 ,27698.000000 ,31905.000000 ,328000.000000 ,0.920000 ,0.010000 ,0.010000 ,0.030000 ,0.179700 ,0.078100 ,0.015600 ,0.234400 ,0.109400 ,0.035200 ,0.109400 ,0.031300 
913.000000 ,171.000000 ,0.081000 ,34953.000000 ,28604.000000 ,243500.000000 ,0.890000 ,0.010000 ,0.010000 ,0.010000 ,0.185100 ,0.131400 ,0.013100 ,0.368000 ,0.046000 ,0.055900 ,0.106200 ,0.021900 
1601.000000 ,12561.000000 ,0.135000 ,284899.000000 ,46010.000000 ,900000.000000 ,0.270000 ,0.210000 ,0.110000 ,0.060000 ,0.099900 ,0.107400 ,0.010600 ,0.350400 ,0.042500 ,0.099300 ,0.065600 ,0.018100 
2105.000000 ,1758.000000 ,0.148000 ,19020.000000 ,26189.000000 ,136200.000000 ,0.930000 ,0.020000 ,0.020000 ,0.010000 ,0.124000 ,0.086000 ,0.013800 ,0.486000 ,0.028500 ,0.029000 ,0.164400 ,0.017100 
1443.000000 ,155.000000 ,0.078000 ,26727.000000 ,29078.000000 ,265000.000000 ,0.920000 ,0.030000 ,0.010000 ,0.010000 ,0.172600 ,0.110900 ,0.017300 ,0.242600 ,0.059600 ,0.182300 ,0.124700 ,0.026300 
288.000000 ,191.000000 ,0.058000 ,48820.000000 ,34194.000000 ,420000.000000 ,0.930000 ,0.010000 ,0.020000 ,0.020000 ,0.177100 ,0.090300 ,0.003500 ,0.399300 ,0.013900 ,0.034700 ,0.208300 ,0.055600 
467.000000 ,770.000000 ,0.058000 ,54856.000000 ,34641.000000 ,498500.000000 ,0.790000 ,0.050000 ,0.100000 ,0.030000 ,0.190600 ,0.100600 ,0.008600 ,0.432500 ,0.010700 ,0.060000 ,0.122100 ,0.023600 
1127.000000 ,2015.000000 ,0.174000 ,19022.000000 ,26658.000000 ,167500.000000 ,0.910000 ,0.010000 ,0.010000 ,0.010000 ,0.098500 ,0.092300 ,0.009800 ,0.433900 ,0.019500 ,0.050600 ,0.224500 ,0.015100 
319.000000 ,972.000000 ,0.044000 ,49108.000000 ,38156.000000 ,410000.000000 ,0.800000 ,0.060000 ,0.070000 ,0.050000 ,0.134800 ,0.141100 ,0.009400 ,0.369900 ,0.125400 ,0.125400 ,0.053300 ,0.018800 
2284.000000 ,3808.000000 ,0.211000 ,22447.000000 ,28315.000000 ,157000.000000 ,0.560000 ,0.120000 ,0.070000 ,0.120000 ,0.143200 ,0.090200 ,0.018400 ,0.598100 ,0.014900 ,0.032000 ,0.071400 ,0.006100 
663.000000 ,3013.000000 ,0.117000 ,34065.000000 ,27801.000000 ,208000.000000 ,0.910000 ,0.020000 ,0.030000 ,0.020000 ,0.149300 ,0.146300 ,0.031700 ,0.295600 ,0.013600 ,0.072400 ,0.200600 ,0.030200 
470.000000 ,3405.000000 ,0.101000 ,39693.000000 ,30918.000000 ,300000.000000 ,0.900000 ,0.010000 ,0.010000 ,0.010000 ,0.093600 ,0.078700 ,0.004300 ,0.285100 ,0.025500 ,0.091500 ,0.283000 ,0.025500 
403.000000 ,198.000000 ,0.085000 ,27518.000000 ,28161.000000 ,265000.000000 ,0.960000 ,0.010000 ,0.010000 ,0.010000 ,0.223300 ,0.163800 ,0.012400 ,0.344900 ,0.002500 ,0.042200 ,0.143900 ,0.027300 
507.000000 ,401.000000 ,0.125000 ,19252.000000 ,26136.000000 ,155000.000000 ,0.970000 ,0.000000 ,0.010000 ,0.010000 ,0.084800 ,0.090700 ,0.015800 ,0.284000 ,0.063100 ,0.069000 ,0.268200 ,0.039400 
429.000000 ,518.000000 ,0.127000 ,18490.000000 ,26535.000000 ,190000.000000 ,0.940000 ,0.000000 ,0.010000 ,0.010000 ,0.139900 ,0.097900 ,0.014000 ,0.214500 ,0.028000 ,0.142200 ,0.258700 ,0.046600 
803.000000 ,776.000000 ,0.072000 ,33360.000000 ,30725.000000 ,245000.000000 ,0.930000 ,0.010000 ,0.010000 ,0.010000 ,0.209200 ,0.132000 ,0.021200 ,0.330000 ,0.037400 ,0.063500 ,0.135700 ,0.023700 
